Release Date,Series,Set Name,Set Code,Card Name,Card Number,Set Total,Rarity,Price,Price Source,Previous Price,Card ID,Picture URL,Set Logo,Set Symbol,Last Checked,Last Priced,Supertype,Subtypes,PSA10 Slab Price,Is 1st Edition,Price Volatile
2005/08/01,EX,Unseen Forces,UF,Poliwrath,11,115,Rare Holo,$37.18,market,$37.18,ex10-11,https://images.pokemontcg.io/ex10/11_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/08/01,EX,Unseen Forces,UF,Entei ★,113,115,Rare Holo Star,$1067.00,market,$1067.00,ex10-113,https://images.pokemontcg.io/ex10/113_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|Star,,,true
2005/08/01,EX,Unseen Forces,UF,Raikou ★,114,115,Rare Holo Star,$1600.00,market,$1600.00,ex10-114,https://images.pokemontcg.io/ex10/114_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|Star,,,
2005/08/01,EX,Unseen Forces,UF,Suicune ★,115,115,Rare Holo Star,$1100.00,market,$1100.00,ex10-115,https://images.pokemontcg.io/ex10/115_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|Star,,,true
2005/08/01,EX,Unseen Forces,UF,Rocket's Persian ex,116,115,Rare Secret,$171.01,market,$171.01,ex10-116,https://images.pokemontcg.io/ex10/116_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1|ex,,,
2005/08/01,EX,Unseen Forces,UF,Celebi ex,117,115,Rare Secret,$370.00,market,$370.00,ex10-117,https://images.pokemontcg.io/ex10/117_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|ex,,,true
2005/08/01,EX,Unseen Forces,UF,Porygon2,12,115,Rare Holo,$26.81,market,$26.81,ex10-12,https://images.pokemontcg.io/ex10/12_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,true
2005/08/01,EX,Unseen Forces,UF,Slowbro,13,115,Rare Holo,$45.73,market,$45.73,ex10-13,https://images.pokemontcg.io/ex10/13_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,true
2005/08/01,EX,Unseen Forces,UF,Slowking,14,115,Rare Holo,$78.65,market,$78.65,ex10-14,https://images.pokemontcg.io/ex10/14_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Sudowoodo,15,115,Rare Holo,$58.26,market,$58.26,ex10-15,https://images.pokemontcg.io/ex10/15_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic,,,
2005/08/01,EX,Unseen Forces,UF,Sunflora,16,115,Rare Holo,$21.83,market,$21.83,ex10-16,https://images.pokemontcg.io/ex10/16_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Typhlosion,17,115,Rare Holo,$99.00,market,$99.00,ex10-17,https://images.pokemontcg.io/ex10/17_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/08/01,EX,Unseen Forces,UF,Ursaring,18,115,Rare Holo,$26.94,market,$26.94,ex10-18,https://images.pokemontcg.io/ex10/18_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Vaporeon,19,115,Rare Holo,$115.30,market,$115.30,ex10-19,https://images.pokemontcg.io/ex10/19_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Ariados,2,115,Rare Holo,$18.93,market,$18.93,ex10-2,https://images.pokemontcg.io/ex10/2_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Bellossom,3,115,Rare Holo,$28.84,market,$28.84,ex10-3,https://images.pokemontcg.io/ex10/3_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/08/01,EX,Unseen Forces,UF,Feraligatr,4,115,Rare Holo,$120.57,market,$120.57,ex10-4,https://images.pokemontcg.io/ex10/4_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/08/01,EX,Unseen Forces,UF,Flareon,5,115,Rare Holo,$102.00,market,$102.00,ex10-5,https://images.pokemontcg.io/ex10/5_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Forretress,6,115,Rare Holo,$15.63,market,$15.63,ex10-6,https://images.pokemontcg.io/ex10/6_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Houndoom,7,115,Rare Holo,$69.22,market,$69.22,ex10-7,https://images.pokemontcg.io/ex10/7_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Jolteon,8,115,Rare Holo,$61.83,market,$61.83,ex10-8,https://images.pokemontcg.io/ex10/8_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/08/01,EX,Unseen Forces,UF,Meganium,9,115,Rare Holo,$33.73,market,$33.73,ex10-9,https://images.pokemontcg.io/ex10/9_hires.png,https://images.pokemontcg.io/ex10/logo.png,https://images.pokemontcg.io/ex10/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Beedrill,010,,Rare Holo 1st Edition,$49.99,previous,$49.99,jp-holon-research-tower-pokemon-japan-010,images/jp/jp-holon-research-tower-pokemon-japan-010.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Crobat,011,,Rare Holo 1st Edition,N/A,,N/A,jp-holon-research-tower-pokemon-japan-011,images/jp/jp-holon-research-tower-pokemon-japan-011.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Flareon,018,,Rare Holo 1st Edition,$48.99,previous,$48.99,jp-holon-research-tower-pokemon-japan-018,images/jp/jp-holon-research-tower-pokemon-japan-018.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Mewtwo,019,,Rare Holo 1st Edition,$49.99,previous,$49.99,jp-holon-research-tower-pokemon-japan-019,images/jp/jp-holon-research-tower-pokemon-japan-019.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Tyranitar,020,,Rare Holo 1st Edition,$48.00,previous,$48.00,jp-holon-research-tower-pokemon-japan-020,images/jp/jp-holon-research-tower-pokemon-japan-020.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Salamence,021,,Rare Holo 1st Edition,$20.00,previous,$20.00,jp-holon-research-tower-pokemon-japan-021,images/jp/jp-holon-research-tower-pokemon-japan-021.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Kyogre Star,028,,Rare Holo 1st Edition,N/A,,N/A,jp-holon-research-tower-pokemon-japan-028,images/jp/jp-holon-research-tower-pokemon-japan-028.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Starmie,029,,Rare Holo 1st Edition,$36.65,previous,$36.65,jp-holon-research-tower-pokemon-japan-029,images/jp/jp-holon-research-tower-pokemon-japan-029.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Vaporeon,030,,Rare Holo 1st Edition,$149.99,previous,$149.99,jp-holon-research-tower-pokemon-japan-030,images/jp/jp-holon-research-tower-pokemon-japan-030.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Jolteon,038,,Rare Holo 1st Edition,$25.99,previous,$25.99,jp-holon-research-tower-pokemon-japan-038,images/jp/jp-holon-research-tower-pokemon-japan-038.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Dragonite,039,,Rare Holo 1st Edition,$250.00,previous,$250.00,jp-holon-research-tower-pokemon-japan-039,images/jp/jp-holon-research-tower-pokemon-japan-039.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Metagross,040,,Rare Holo 1st Edition,$49.99,previous,$49.99,jp-holon-research-tower-pokemon-japan-040,images/jp/jp-holon-research-tower-pokemon-japan-040.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Latias,041,,Rare Holo 1st Edition,$34.99,previous,$34.99,jp-holon-research-tower-pokemon-japan-041,images/jp/jp-holon-research-tower-pokemon-japan-041.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Latios,042,,Rare Holo 1st Edition,$44.97,previous,$44.97,jp-holon-research-tower-pokemon-japan-042,images/jp/jp-holon-research-tower-pokemon-japan-042.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Rayquaza,043,,Rare Holo 1st Edition,$100.00,previous,$100.00,jp-holon-research-tower-pokemon-japan-043,images/jp/jp-holon-research-tower-pokemon-japan-043.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Espeon,049,,Rare Holo 1st Edition,$61.00,previous,$61.00,jp-holon-research-tower-pokemon-japan-049,images/jp/jp-holon-research-tower-pokemon-japan-049.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Gardevoir,050,,Rare Holo 1st Edition,$15.00,previous,$15.00,jp-holon-research-tower-pokemon-japan-050,images/jp/jp-holon-research-tower-pokemon-japan-050.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Groudon Star,056,,Rare Holo 1st Edition,N/A,,N/A,jp-holon-research-tower-pokemon-japan-056,images/jp/jp-holon-research-tower-pokemon-japan-056.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Marowak,058,,Rare Holo 1st Edition,$25.00,previous,$25.00,jp-holon-research-tower-pokemon-japan-058,images/jp/jp-holon-research-tower-pokemon-japan-058.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Umbreon,069,,Rare Holo 1st Edition,$420.00,previous,$420.00,jp-holon-research-tower-pokemon-japan-069,images/jp/jp-holon-research-tower-pokemon-japan-069.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/28,EX,Holon Research Tower (Japanese),JP,Metagross Star,075,,Rare Holo 1st Edition,$550.00,previous,$550.00,jp-holon-research-tower-pokemon-japan-075,images/jp/jp-holon-research-tower-pokemon-japan-075.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2005/10/31,EX,Delta Species,DS,Beedrill δ,1,113,Rare Holo,$51.00,market,$51.00,ex11-1,https://images.pokemontcg.io/ex11/1_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/10/31,EX,Delta Species,DS,Marowak δ,10,113,Rare Holo,$46.01,market,$46.01,ex11-10,https://images.pokemontcg.io/ex11/10_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Metagross δ,11,113,Rare Holo,$107.45,market,$107.45,ex11-11,https://images.pokemontcg.io/ex11/11_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,true
2005/10/31,EX,Delta Species,DS,Groudon ★,111,113,Rare Holo Star,$1010.00,market,$1010.00,ex11-111,https://images.pokemontcg.io/ex11/111_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|Star,,,true
2005/10/31,EX,Delta Species,DS,Kyogre ★,112,113,Rare Holo Star,$3499.50,mid,$3499.50,ex11-112,https://images.pokemontcg.io/ex11/112_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|Star,,,
2005/10/31,EX,Delta Species,DS,Metagross ★,113,113,Rare Holo Star,$951.99,market,$951.99,ex11-113,https://images.pokemontcg.io/ex11/113_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|Star,,,true
2005/10/31,EX,Delta Species,DS,Azumarill,114,113,Rare Secret,$104.95,market,$104.95,ex11-114,https://images.pokemontcg.io/ex11/114_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Mewtwo δ,12,113,Rare Holo,$746.84,market,$746.84,ex11-12,https://images.pokemontcg.io/ex11/12_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic,,,
2005/10/31,EX,Delta Species,DS,Rayquaza δ,13,113,Rare Holo,$220.00,market,$220.00,ex11-13,https://images.pokemontcg.io/ex11/13_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic,,,
2005/10/31,EX,Delta Species,DS,Salamence δ,14,113,Rare Holo,$61.25,market,$61.25,ex11-14,https://images.pokemontcg.io/ex11/14_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/10/31,EX,Delta Species,DS,Starmie δ,15,113,Rare Holo,$40.84,market,$40.84,ex11-15,https://images.pokemontcg.io/ex11/15_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Tyranitar δ,16,113,Rare Holo,$262.49,market,$262.49,ex11-16,https://images.pokemontcg.io/ex11/16_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/10/31,EX,Delta Species,DS,Umbreon δ,17,113,Rare Holo,$515.13,market,$515.13,ex11-17,https://images.pokemontcg.io/ex11/17_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Vaporeon δ,18,113,Rare Holo,$155.07,market,$155.07,ex11-18,https://images.pokemontcg.io/ex11/18_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Crobat δ,2,113,Rare Holo,$27.32,market,$26.88,ex11-2,https://images.pokemontcg.io/ex11/2_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/10/31,EX,Delta Species,DS,Dragonite δ,3,113,Rare Holo,$377.19,market,$377.19,ex11-3,https://images.pokemontcg.io/ex11/3_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/10/31,EX,Delta Species,DS,Espeon δ,4,113,Rare Holo,$270.28,market,$270.28,ex11-4,https://images.pokemontcg.io/ex11/4_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Flareon δ,5,113,Rare Holo,$159.74,market,$159.74,ex11-5,https://images.pokemontcg.io/ex11/5_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Gardevoir δ,6,113,Rare Holo,$121.74,market,$121.74,ex11-6,https://images.pokemontcg.io/ex11/6_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2005/10/31,EX,Delta Species,DS,Jolteon δ,7,113,Rare Holo,$169.23,market,$169.23,ex11-7,https://images.pokemontcg.io/ex11/7_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2005/10/31,EX,Delta Species,DS,Latias δ,8,113,Rare Holo,$133.27,market,$133.27,ex11-8,https://images.pokemontcg.io/ex11/8_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic,,,
2005/10/31,EX,Delta Species,DS,Latios δ,9,113,Rare Holo,$164.85,market,$164.85,ex11-9,https://images.pokemontcg.io/ex11/9_hires.png,https://images.pokemontcg.io/ex11/logo.png,https://images.pokemontcg.io/ex11/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Flygon,003,,Rare Holo 1st Edition,$45.00,previous,$45.00,jp-holon-phantom-pokemon-japan-003,images/jp/jp-holon-phantom-pokemon-japan-003.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Gyarados Star,008,,Rare Holo 1st Edition,N/A,,N/A,jp-holon-phantom-pokemon-japan-008,images/jp/jp-holon-phantom-pokemon-japan-008.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Latias,010,,Rare Holo 1st Edition,$30.00,previous,$30.00,jp-holon-phantom-pokemon-japan-010,images/jp/jp-holon-phantom-pokemon-japan-010.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Kingdra,011,,Rare Holo 1st Edition,$48.69,previous,$48.69,jp-holon-phantom-pokemon-japan-011,images/jp/jp-holon-phantom-pokemon-japan-011.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Latios,014,,Rare Holo 1st Edition,N/A,,N/A,jp-holon-phantom-pokemon-japan-014,images/jp/jp-holon-phantom-pokemon-japan-014.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Rayquaza,015,,Rare Holo 1st Edition,N/A,,N/A,jp-holon-phantom-pokemon-japan-015,images/jp/jp-holon-phantom-pokemon-japan-015.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Kabutops,021,,Rare Holo 1st Edition,$45.00,previous,$45.00,jp-holon-phantom-pokemon-japan-021,images/jp/jp-holon-phantom-pokemon-japan-021.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Deoxys,022,,Rare Holo 1st Edition,$30.00,previous,$30.00,jp-holon-phantom-pokemon-japan-022,images/jp/jp-holon-phantom-pokemon-japan-022.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Pidgeot,023,,Rare Holo 1st Edition,$15.00,previous,$15.00,jp-holon-phantom-pokemon-japan-023,images/jp/jp-holon-phantom-pokemon-japan-023.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Gyarados,024,,Rare Holo 1st Edition,$56.27,previous,$56.27,jp-holon-phantom-pokemon-japan-024,images/jp/jp-holon-phantom-pokemon-japan-024.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Omastar,027,,Rare Holo 1st Edition,$5.55,previous,$5.55,jp-holon-phantom-pokemon-japan-027,images/jp/jp-holon-phantom-pokemon-japan-027.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Vileplume,028,,Rare Holo 1st Edition,$14.99,previous,$14.99,jp-holon-phantom-pokemon-japan-028,images/jp/jp-holon-phantom-pokemon-japan-028.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Armaldo,033,,Rare Holo 1st Edition,$15.00,previous,$15.00,jp-holon-phantom-pokemon-japan-033,images/jp/jp-holon-phantom-pokemon-japan-033.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Deoxys,035,,Rare Holo 1st Edition,$49.99,previous,$49.99,jp-holon-phantom-pokemon-japan-035,images/jp/jp-holon-phantom-pokemon-japan-035.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Deoxys,037,,Rare Holo 1st Edition,N/A,,N/A,jp-holon-phantom-pokemon-japan-037,images/jp/jp-holon-phantom-pokemon-japan-037.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Cradily,040,,Rare Holo 1st Edition,$18.00,previous,$18.00,jp-holon-phantom-pokemon-japan-040,images/jp/jp-holon-phantom-pokemon-japan-040.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Raichu,042,,Rare Holo 1st Edition,$30.00,previous,$30.00,jp-holon-phantom-pokemon-japan-042,images/jp/jp-holon-phantom-pokemon-japan-042.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/01/27,EX,Holon Phantom (Japanese),JP,Deoxys,047,,Rare Holo 1st Edition,$10.00,previous,$10.00,jp-holon-phantom-pokemon-japan-047,images/jp/jp-holon-phantom-pokemon-japan-047.webp,N/A,N/A,2026-09-24,2026-09-05,Pokémon,Basic,,,
2006/02/01,EX,Legend Maker,LM,Aerodactyl,1,92,Rare Holo,$75.60,market,$75.60,ex12-1,https://images.pokemontcg.io/ex12/1_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2006/02/01,EX,Legend Maker,LM,Mew,10,92,Rare Holo,$221.54,market,$221.54,ex12-10,https://images.pokemontcg.io/ex12/10_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic,,,
2006/02/01,EX,Legend Maker,LM,Muk,11,92,Rare Holo,$19.55,market,$19.55,ex12-11,https://images.pokemontcg.io/ex12/11_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2006/02/01,EX,Legend Maker,LM,Shiftry,12,92,Rare Holo,$12.82,market,$12.82,ex12-12,https://images.pokemontcg.io/ex12/12_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2006/02/01,EX,Legend Maker,LM,Victreebel,13,92,Rare Holo,$29.50,market,$29.50,ex12-13,https://images.pokemontcg.io/ex12/13_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2006/02/01,EX,Legend Maker,LM,Wailord,14,92,Rare Holo,$55.28,market,$55.28,ex12-14,https://images.pokemontcg.io/ex12/14_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
2006/02/01,EX,Legend Maker,LM,Aggron,2,92,Rare Holo,$25.64,market,$25.64,ex12-2,https://images.pokemontcg.io/ex12/2_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2006/02/01,EX,Legend Maker,LM,Cradily,3,92,Rare Holo,$12.86,market,$12.86,ex12-3,https://images.pokemontcg.io/ex12/3_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 2,,,
2006/02/01,EX,Legend Maker,LM,Delcatty,4,92,Rare Holo,$14.53,market,$14.53,ex12-4,https://images.pokemontcg.io/ex12/4_hires.png,https://images.pokemontcg.io/ex12/logo.png,https://images.pokemontcg.io/ex12/symbol.png,2026-09-24,2026-09-24,Pokémon,Stage 1,,,
